date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:47	138425/138425	---M--	200	added ('OK')	image/jpeg	etag:%22c7b855933c4eae8989dc832aa3bc8949%22	https://pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/2c3ea377-7910-4343-b7fa-b7877947ac8e_rw_1200.jpg?h=31c40dbdbfc5274c9a88716379f203f1	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/2c3ea377-7910-4343-b7fa-b7877947ac8e_rw_12009b0a.jpg	(from https://jfsn.myportfolio.com/mjjkjj)
09:24:47	173029/173029	---M--	200	added ('OK')	image/jpeg	etag:%2245f005ce636c33ca5835807c8afac0a2%22	https://pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/2f123a6e-c6df-4ecf-8b6e-2a2b4909e9bc.jpg?h=6110788253f2b1e3e1e7e909ca44e151	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/2f123a6e-c6df-4ecf-8b6e-2a2b4909e9bc8767.jpg	(from https://jfsn.myportfolio.com/mmmm)
09:24:47	152506/152506	---M--	200	added ('OK')	image/jpeg	etag:%22646e19dc343705310eddef9b07bebca9%22	https://pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/2f123a6e-c6df-4ecf-8b6e-2a2b4909e9bc_rw_1200.jpg?h=50ab3fef4e8d1c23e762d478e8672118	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/2f123a6e-c6df-4ecf-8b6e-2a2b4909e9bc_rw_12000221.jpg	(from https://jfsn.myportfolio.com/mmmm)
09:24:48	189351/189351	---M--	200	added ('OK')	image/jpeg	etag:%224448cbc705d72ba3c798f4c92bcdccaf%22	https://pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/cf0e7b35-c827-4c0a-b8b5-63cdf8c36c74.jpg?h=efa4f73b5fa2e7bee76b376ff24a97ce	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/cf0e7b35-c827-4c0a-b8b5-63cdf8c36c74d619.jpg	(from https://jfsn.myportfolio.com/kkkkk)
09:24:48	174066/174066	---M--	200	added ('OK')	image/jpeg	etag:%2217ea39cd2e929670e2d0069778e09e7c%22	https://pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/cf0e7b35-c827-4c0a-b8b5-63cdf8c36c74_rw_1200.jpg?h=614f2a1b1c95a57497c118fb439f0cc2	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf1.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/cf0e7b35-c827-4c0a-b8b5-63cdf8c36c74_rw_12008659.jpg	(from https://jfsn.myportfolio.com/kkkkk)
09:24:48	155131/155131	---M--	200	added ('OK')	image/jpeg	etag:%22e7fcecce7f112d53c648e906d7ff54a5%22	https://pro2-bar-s3-cdn-cf4.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/f4ecbd75-2a73-4638-8761-f51cec0eb1b2.jpg?h=7b0b68230c17173fbd2d14b63c40bd15	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf4.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/f4ecbd75-2a73-4638-8761-f51cec0eb1b25bf4.jpg	(from https://jfsn.myportfolio.com/kkk-1)
09:24:49	133057/133057	---M--	200	added ('OK')	image/jpeg	etag:%22493e0ac346743753c6be3bb1abe17398%22	https://pro2-bar-s3-cdn-cf4.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/f4ecbd75-2a73-4638-8761-f51cec0eb1b2_rw_1200.jpg?h=ed30469227bbd5c1c5a0b3ea54d88af7	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf4.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/f4ecbd75-2a73-4638-8761-f51cec0eb1b2_rw_1200de52.jpg	(from https://jfsn.myportfolio.com/kkk-1)
09:24:49	210455/210455	---M--	200	added ('OK')	image/jpeg	etag:%2299595dab06ebdf7c39b6a162dfb0e7bb%22	https://pro2-bar-s3-cdn-cf.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/80ee96b7-d64f-42f4-b1f3-7c8be4d6e607.jpg?h=e36bac9bf60e4a1499bc327837464ac6	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/80ee96b7-d64f-42f4-b1f3-7c8be4d6e6079ff2.jpg	(from https://jfsn.myportfolio.com/kkk)
09:24:49	184343/184343	---M--	200	added ('OK')	image/jpeg	etag:%22d992bab07c7871a440a4b5a3c7f1e5cd%22	https://pro2-bar-s3-cdn-cf.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/80ee96b7-d64f-42f4-b1f3-7c8be4d6e607_rw_1200.jpg?h=9a7cab7c49988f56f8aafae611c33395	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/80ee96b7-d64f-42f4-b1f3-7c8be4d6e607_rw_12004099.jpg	(from https://jfsn.myportfolio.com/kkk)
09:24:50	291456/291456	---M--	200	added ('OK')	image/jpeg	etag:%22d07d120e9f783c66f122aaf58d95f6ab%22	https://pro2-bar-s3-cdn-cf6.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/78e88956-b0dd-43b8-ba85-8697180e0623.jpg?h=d70026e8a36a59ebd33289c10353b116	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf6.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/78e88956-b0dd-43b8-ba85-8697180e0623dc94.jpg	(from https://jfsn.myportfolio.com/mmmm-2)
09:24:50	263104/263104	---M--	200	added ('OK')	image/jpeg	etag:%22ea9b306eb144a37f09629589d033fa44%22	https://pro2-bar-s3-cdn-cf6.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/78e88956-b0dd-43b8-ba85-8697180e0623_rw_1200.jpg?h=c08003d5f9c7343618e433f57d9aa91d	C:/sebastians%20new%20test%20site/seb/pro2-bar-s3-cdn-cf6.myportfolio.com/97a4e951-0b9f-44e4-b83d-164904683f0c/78e88956-b0dd-43b8-ba85-8697180e0623_rw_1200c885.jpg	(from https://jfsn.myportfolio.com/mmmm-2)
